MONTH_YEAR,TOTAL_LISTINGS,PROPERTY_TYPE,ROOM_TYPE,ACCOMMODATES,ACTIVE_LISTINGS_RATE,TRUE_MIN_PRICE_ACTIVE_LISTINGS,TRUE_MAX_PRICE_ACTIVE_LISTINGS,TRUE_AVG_PRICE_ACTIVE_LISTINGS,TRUE_MEDIAN_PRICE_ACTIVE_LISTINGS,TOTAL_DISTINCT_HOSTS,TOTAL_SUPERHOST_COUNT,TRUE_AVG_REVIEW_SCORE_RATING,PERCENTAGE_CHANGE_ACTIVE,PERCENTAGE_CHANGE_INACTIVE,TOTAL_NUMBER_OF_STAYS,AVG_REV
06_2020,66,Guest suite,Entire home/apt,3,100.000000,51,250,119.994455,119.000,64,38,94.823656,0%,,1052,2041.636364
07_2020,75,Guest suite,Entire home/apt,3,100.000000,59,2426,1960.961776,1984.000,60,36,94.299320,14%,,1342,9212.520000
05_2020,94,Guest suite,Entire home/apt,4,100.000000,60,900,151.280064,120.000,89,44,93.285624,,,1367,2281.851064
06_2020,93,Guest suite,Entire home/apt,4,100.000000,59,900,146.352033,120.000,88,42,93.540490,-1%,,1472,2459.075269
07_2020,94,Guest suite,Entire home/apt,4,100.000000,59,2426,2035.074546,2410.000,77,40,96.806641,1%,,1728,9852.351064
05_2020,18,Guest suite,Entire home/apt,5,100.000000,60,289,155.071618,137.000,18,14,95.973475,,,228,1721.777778
06_2020,17,Guest suite,Entire home/apt,5,100.000000,59,290,149.732044,123.000,16,11,95.743094,-6%,,143,1128.705882
07_2020,12,Guest suite,Entire home/apt,5,100.000000,95,288,147.405405,120.000,11,9,95.750000,-29%,,191,2235.750000
05_2020,14,Guest suite,Entire home/apt,6,100.000000,86,501,194.021661,168.000,14,11,95.632727,,,219,3315.571429
06_2020,15,Guest suite,Entire home/apt,6,100.000000,85,500,209.739812,168.000,15,12,95.934169,7%,,150,2329.866667
07_2020,14,Guest suite,Entire home/apt,6,100.000000,86,500,211.246106,168.000,14,11,95.881620,-7%,,189,2857.071429
05_2020,3,Guest suite,Entire home/apt,7,100.000000,88,119,117.438095,119.000,3,3,93.666667,,,3,98.333333
06_2020,1,Guest suite,Entire home/apt,7,100.000000,120,120,120.000000,120.000,1,1,,-67%,,1,120.000000
07_2020,1,Guest suite,Entire home/apt,7,100.000000,119,119,119.000000,119.000,1,1,,0%,,1,119.000000
05_2020,3,Guest suite,Entire home/apt,8,100.000000,120,400,314.620690,300.000,3,3,99.368421,,,37,3933.333333
06_2020,2,Guest suite,Entire home/apt,8,100.000000,120,300,290.442478,300.000,2,2,96.000000,-33%,,43,5280.000000
07_2020,1,Guest suite,Entire home/apt,8,100.000000,300,300,300.000000,300.000,1,1,,-50%,,30,9000.000000
07_2020,1,Guest suite,Entire home/apt,10,100.000000,120,120,120.000000,120.000,1,1,96.000000,,,5,600.000000
05_2020,1,Guest suite,Entire home/apt,11,100.000000,300,300,300.000000,300.000,1,1,96.000000,,,23,6900.000000
06_2020,1,Guest suite,Entire home/apt,11,100.000000,300,300,300.000000,300.000,1,1,96.000000,0%,,6,1800.000000
07_2020,1,Guest suite,Entire home/apt,11,100.000000,300,300,300.000000,300.000,1,1,96.000000,0%,,13,3900.000000
05_2020,25,Guest suite,Private room,1,100.000000,31,294,50.654412,35.000,24,2,74.669544,,,425,1038.240000
06_2020,26,Guest suite,Private room,1,100.000000,31,294,51.548012,35.000,25,3,74.669544,4%,,387,854.423077
07_2020,24,Guest suite,Private room,1,100.000000,34,294,52.906599,36.000,23,3,75.864691,-8%,,335,867.708333
05_2020,117,Guest suite,Private room,2,100.000000,32,501,86.780095,61.000,89,31,87.740006,,,1711,1259.068376
06_2020,116,Guest suite,Private room,2,100.000000,31,501,87.140039,61.000,87,29,88.344504,-1%,,1889,1466.000000
07_2020,109,Guest suite,Private room,2,100.000000,39,1977,356.160111,65.000,83,28,88.525804,-6%,,1694,1978.036697
05_2020,9,Guest suite,Private room,3,100.000000,67,150,102.774892,99.000,9,5,76.486911,,,135,1502.555556
06_2020,8,Guest suite,Private room,3,100.000000,69,145,101.773333,99.000,8,4,76.486911,-11%,,116,1457.500000
07_2020,7,Guest suite,Private room,3,100.000000,76,146,103.738318,99.000,7,4,76.486911,-13%,,70,1211.428571
05_2020,11,Guest suite,Private room,4,100.000000,45,449,180.699115,188.000,9,2,81.502262,,,135,1930.363636
06_2020,10,Guest suite,Private room,4,100.000000,45,268,175.686747,184.500,8,2,80.897196,-9%,,78,956.600000
07_2020,10,Guest suite,Private room,4,100.000000,46,268,175.506024,183.500,8,2,80.897196,0%,,81,1172.600000
05_2020,1,Guest suite,Private room,6,100.000000,259,259,259.000000,259.000,1,1,,,,1,259.000000
06_2020,1,Guest suite,Private room,6,100.000000,259,259,259.000000,259.000,1,1,,0%,,7,1813.000000
07_2020,1,Guest suite,Private room,6,100.000000,258,258,258.000000,258.000,1,1,,0%,,6,1548.000000
05_2020,2,Guest suite,Shared room,1,100.000000,40,87,63.500000,63.500,2,1,,,,32,687.000000
06_2020,2,Guest suite,Shared room,1,100.000000,40,83,61.500000,61.500,2,1,,0%,,32,683.000000
07_2020,2,Guest suite,Shared room,1,100.000000,40,81,60.500000,60.500,2,1,,0%,,32,681.000000
05_2020,1,Guest suite,Shared room,2,100.000000,31,31,31.000000,31.000,1,1,100.000000,,,1,31.000000
06_2020,1,Guest suite,Shared room,2,100.000000,30,30,30.000000,30.000,1,1,100.000000,0%,,1,30.000000
05_2020,1,Guest suite,Shared room,4,100.000000,151,151,151.000000,151.000,1,1,,,,1,151.000000
06_2020,1,Guest suite,Shared room,4,100.000000,151,151,151.000000,151.000,1,1,,0%,,1,151.000000
07_2020,1,Guest suite,Shared room,4,100.000000,150,150,150.000000,150.000,1,1,,0%,,1,150.000000
05_2020,6,Guesthouse,Entire home/apt,1,100.000000,48,135,91.396947,95.000,6,5,97.978947,,,42,611.333333
06_2020,6,Guesthouse,Entire home/apt,1,100.000000,46,135,91.396947,96.000,6,5,97.978947,0%,,90,1500.000000
07_2020,6,Guesthouse,Entire home/apt,1,100.000000,47,135,91.488550,96.000,6,5,97.978947,0%,,77,1223.333333
05_2020,237,Guesthouse,Entire home/apt,2,100.000000,44,825,125.369118,119.000,232,131,92.873131,,,4056,2146.000000
06_2020,238,Guesthouse,Entire home/apt,2,100.000000,44,771,125.020020,120.000,234,133,92.949877,0%,,4236,2187.500000
07_2020,215,Guesthouse,Entire home/apt,2,100.000000,45,774,123.158855,119.000,210,117,90.785745,-10%,,4122,2394.079070
05_2020,52,Guesthouse,Entire home/apt,3,100.000000,60,269,111.343990,98.000,52,27,95.548851,,,999,2250.250000
06_2020,51,Guesthouse,Entire home/apt,3,100.000000,59,270,111.991347,98.000,51,28,95.670345,-2%,,1005,2245.274510
07_2020,38,Guesthouse,Entire home/apt,3,100.000000,59,270,106.864238,91.000,38,22,95.984615,-25%,,640,1872.289474
05_2020,71,Guesthouse,Entire home/apt,4,100.000000,65,850,151.993209,131.000,67,43,97.265823,,,1197,2524.000000
06_2020,70,Guesthouse,Entire home/apt,4,100.000000,59,850,138.775510,120.000,66,44,97.049269,-1%,,1302,2635.771429
07_2020,64,Guesthouse,Entire home/apt,4,100.000000,60,1200,144.068684,120.000,60,39,97.147183,-9%,,1173,2550.812500
05_2020,22,Guesthouse,Entire home/apt,5,100.000000,60,300,220.783784,300.000,22,12,94.646889,,,424,3152.590909
06_2020,23,Guesthouse,Entire home/apt,5,100.000000,78,400,215.585025,300.000,22,11,96.004594,5%,,390,2784.434783
07_2020,18,Guesthouse,Entire home/apt,5,100.000000,80,401,251.835237,300.000,17,9,96.452991,-22%,,338,3352.500000
05_2020,15,Guesthouse,Entire home/apt,6,100.000000,98,249,139.763780,128.000,15,13,92.409449,,,180,1677.400000
06_2020,14,Guesthouse,Entire home/apt,6,100.000000,98,250,137.020661,127.000,14,12,92.553719,-7%,,219,2332.285714
07_2020,13,Guesthouse,Entire home/apt,6,100.000000,99,250,132.804545,127.000,13,11,92.354545,-7%,,139,1410.615385
05_2020,4,Guesthouse,Entire home/apt,7,100.000000,122,160,143.441176,138.000,3,1,91.485294,,,51,1825.500000
06_2020,4,Guesthouse,Entire home/apt,7,100.000000,123,161,144.264706,139.000,3,1,91.764706,0%,,24,940.750000
07_2020,3,Guesthouse,Entire home/apt,7,100.000000,123,160,140.982143,139.000,2,1,89.375000,-25%,,19,967.666667
05_2020,2,Guesthouse,Entire home/apt,8,100.000000,400,1000,516.129032,400.000,2,2,,,,3,1500.000000
06_2020,2,Guesthouse,Entire home/apt,8,100.000000,300,1000,435.483871,300.000,2,2,,0%,,3,1500.000000
07_2020,1,Guesthouse,Entire home/apt,8,100.000000,1001,1001,1001.000000,1001.000,1,1,,-50%,,3,3003.000000
07_2020,1,Guesthouse,Entire home/apt,16,100.000000,599,599,599.000000,599.000,1,1,,,,11,6589.000000
05_2020,27,Guesthouse,Private room,1,100.000000,15,132,69.465075,64.000,21,3,77.141785,,,308,676.296296
06_2020,26,Guesthouse,Private room,1,100.000000,14,132,69.445382,64.000,19,3,77.105971,-4%,,300,636.307692
07_2020,23,Guesthouse,Private room,1,100.000000,14,132,70.830137,65.000,18,3,76.191203,-12%,,390,989.869565
05_2020,73,Guesthouse,Private room,2,100.000000,31,280,117.033896,124.000,50,5,79.695012,,,868,952.369863
06_2020,71,Guesthouse,Private room,2,100.000000,30,279,118.445185,124.000,49,5,79.695012,-3%,,965,1139.802817
07_2020,62,Guesthouse,Private room,2,100.000000,30,280,118.881742,124.000,44,5,76.850449,-13%,,804,1029.129032
05_2020,9,Guesthouse,Private room,3,100.000000,57,145,113.182464,124.000,9,4,97.014218,,,120,950.000000
06_2020,9,Guesthouse,Private room,3,100.000000,56,144,113.315166,125.000,9,4,97.014218,0%,,121,963.888889
07_2020,8,Guesthouse,Private room,3,100.000000,56,146,114.855769,126.000,8,4,97.836538,-11%,,132,1476.375000
05_2020,10,Guesthouse,Private room,4,100.000000,47,300,137.181985,95.000,8,1,88.405797,,,96,799.500000
06_2020,11,Guesthouse,Private room,4,100.000000,45,300,127.882060,94.000,9,1,88.754717,10%,,91,686.363636
07_2020,9,Guesthouse,Private room,4,100.000000,46,300,130.315789,96.000,7,1,88.754717,-18%,,61,672.222222
05_2020,1,Guesthouse,Private room,5,100.000000,170,170,170.000000,170.000,1,1,91.000000,,,0,0.000000
06_2020,1,Guesthouse,Private room,5,100.000000,169,169,169.000000,169.000,1,1,91.000000,0%,,30,5070.000000
07_2020,1,Guesthouse,Private room,5,100.000000,170,170,170.000000,170.000,1,1,91.000000,0%,,30,5100.000000
05_2020,3,Guesthouse,Private room,6,100.000000,165,599,280.142857,165.000,3,1,100.000000,,,0,0.000000
06_2020,3,Guesthouse,Private room,6,100.000000,164,599,279.246753,164.000,3,1,100.000000,0%,,0,0.000000
07_2020,3,Guesthouse,Private room,6,100.000000,165,600,279.870130,165.000,3,1,100.000000,0%,,29,5800.000000
05_2020,8,Guesthouse,Shared room,1,100.000000,35,801,48.111111,37.000,5,1,83.242857,,,180,3738.750000
06_2020,6,Guesthouse,Shared room,1,100.000000,36,799,67.175202,36.000,6,1,88.903766,-25%,,91,4433.333333
07_2020,4,Guesthouse,Shared room,1,100.000000,36,800,76.600000,36.000,4,1,88.368421,-33%,,90,6645.000000
05_2020,14,Guesthouse,Shared room,2,100.000000,24,72,36.631841,35.000,4,1,89.275132,,,61,261.000000
06_2020,7,Guesthouse,Shared room,2,100.000000,25,72,38.207317,34.000,4,1,87.314286,-50%,,39,295.857143
07_2020,5,Guesthouse,Shared room,2,100.000000,24,72,41.833333,35.000,4,1,89.027778,-29%,,31,298.800000
05_2020,1,Guesthouse,Shared room,4,100.000000,156,156,156.000000,156.000,1,1,95.000000,,,0,0.000000
05_2020,1,Guesthouse,Shared room,12,100.000000,35,35,35.000000,35.000,1,1,94.000000,,,0,0.000000
05_2020,1,Heritage hotel (India),Hotel room,2,100.000000,80,80,80.000000,80.000,1,1,75.000000,,,30,2400.000000
06_2020,1,Heritage hotel (India),Hotel room,2,100.000000,80,80,80.000000,80.000,1,1,75.000000,0%,,0,0.000000
02_2021,1,Holiday park,Entire home/apt,1,100.000000,71,71,71.000000,71.000,1,2,100.000000,,,8,568.000000
04_2021,1,Holiday park,Entire home/apt,4,100.000000,346,346,346.000000,346.000,1,1,84.000000,,,8,2768.000000
04_2021,1,Holiday park,Entire home/apt,6,100.000000,299,299,299.000000,299.000,1,1,86.000000,,,30,8970.000000
05_2020,12,Hostel,Hotel room,1,100.000000,32,60,48.742489,51.000,5,1,79.396088,,,132,585.666667
06_2020,12,Hostel,Hotel room,1,100.000000,31,60,48.394850,51.000,5,1,79.396088,0%,,51,243.083333
07_2020,10,Hostel,Hotel room,1,100.000000,37,60,49.833795,50.000,4,1,77.134868,-17%,,22,119.000000
05_2020,15,Hostel,Hotel room,2,100.000000,60,150,70.208696,64.000,7,1,88.654545,,,74,551.133333
06_2020,15,Hostel,Hotel room,2,100.000000,59,150,70.354783,64.000,7,1,91.211268,0%,,53,394.666667
07_2020,14,Hostel,Hotel room,2,100.000000,65,149,71.418018,65.000,6,1,93.202073,-7%,,30,180.285714
05_2020,2,Hostel,Hotel room,3,100.000000,90,139,108.375000,90.000,2,1,87.000000,,,1,45.000000
06_2020,2,Hostel,Hotel room,3,100.000000,90,140,108.750000,90.000,2,1,87.000000,0%,,1,70.000000
07_2020,2,Hostel,Hotel room,3,100.000000,90,139,108.375000,90.000,2,1,87.000000,0%,,1,69.500000
05_2020,3,Hostel,Hotel room,4,100.000000,87,139,101.247059,90.000,3,1,67.529412,,,31,916.333333
06_2020,3,Hostel,Hotel room,4,100.000000,88,140,101.576471,90.000,3,1,67.529412,0%,,25,733.333333
07_2020,3,Hostel,Hotel room,4,100.000000,89,141,101.905882,90.000,3,1,67.529412,0%,,10,348.666667
05_2020,1,Hostel,Hotel room,5,100.000000,155,155,155.000000,155.000,1,1,80.000000,,,1,155.000000
06_2020,1,Hostel,Hotel room,5,100.000000,155,155,155.000000,155.000,1,1,80.000000,0%,,0,0.000000
07_2020,1,Hostel,Hotel room,5,100.000000,155,155,155.000000,155.000,1,1,80.000000,0%,,0,0.000000
05_2020,6,Hostel,Private room,1,100.000000,55,100,69.000000,62.000,1,1,93.800000,,,127,1305.833333
06_2020,6,Hostel,Private room,1,100.000000,55,99,68.666667,61.500,1,1,93.800000,0%,,111,1306.666667
07_2020,5,Hostel,Private room,1,100.000000,55,99,66.800000,60.000,1,1,94.250000,-17%,,91,1355.000000
05_2020,12,Hostel,Private room,2,100.000000,47,300,111.207288,69.000,5,2,86.360790,,,92,575.833333
06_2020,12,Hostel,Private room,2,100.000000,48,300,110.964755,69.000,5,2,86.422056,0%,,86,460.250000
07_2020,11,Hostel,Private room,2,100.000000,49,300,113.552614,69.000,5,2,85.170750,-8%,,62,354.545455
05_2020,5,Hostel,Private room,3,100.000000,64,351,174.303704,115.000,5,2,63.282443,,,33,540.000000
06_2020,6,Hostel,Private room,3,100.000000,44,350,164.611494,114.000,6,2,63.282443,20%,,36,435.000000
07_2020,4,Hostel,Private room,3,100.000000,75,350,175.136476,116.000,4,2,63.785166,-33%,,32,687.500000
05_2020,7,Hostel,Private room,4,100.000000,91,300,163.733146,126.000,4,2,85.774436,,,162,3486.428571
06_2020,7,Hostel,Private room,4,100.000000,90,300,163.089888,124.000,4,2,85.774436,0%,,90,1448.571429
07_2020,7,Hostel,Private room,4,100.000000,91,300,163.837079,126.000,4,2,85.774436,0%,,92,1496.571429
05_2020,2,Hostel,Private room,5,100.000000,351,1000,427.352941,351.000,2,2,100.000000,,,30,15000.000000
06_2020,2,Hostel,Private room,5,100.000000,350,999,426.352941,350.000,2,2,100.000000,0%,,1,499.500000
07_2020,2,Hostel,Private room,5,100.000000,350,999,426.352941,350.000,2,2,96.470588,0%,,30,14985.000000
05_2020,4,Hostel,Private room,6,100.000000,181,1000,239.166181,230.000,4,1,86.994975,,,60,8857.500000
06_2020,4,Hostel,Private room,6,100.000000,180,999,225.446064,180.000,4,1,86.994975,0%,,33,1689.750000
07_2020,3,Hostel,Private room,6,100.000000,180,999,258.331658,240.000,3,1,86.994975,-25%,,30,9990.000000
05_2020,6,Hostel,Shared room,1,100.000000,31,86,49.127660,31.000,2,2,91.291139,,,33,172.000000
06_2020,8,Hostel,Shared room,1,100.000000,30,84,43.345679,34.000,3,2,87.687075,33%,,94,408.750000
07_2020,8,Hostel,Shared room,1,100.000000,30,85,43.320988,35.000,3,2,87.687075,0%,,79,342.500000
05_2020,1,Hostel,Shared room,2,100.000000,40,40,40.000000,40.000,1,1,92.000000,,,1,40.000000
06_2020,10,Hostel,Shared room,2,100.000000,34,40,34.159067,34.000,2,1,89.404030,900%,,41,140.000000
07_2020,7,Hostel,Shared room,2,100.000000,35,40,35.196232,35.000,2,1,90.078493,-30%,,1,5.714286
05_2020,1,Hostel,Shared room,3,100.000000,38,38,38.000000,38.000,1,1,88.000000,,,0,0.000000
06_2020,1,Hostel,Shared room,3,100.000000,39,39,39.000000,39.000,1,1,88.000000,0%,,0,0.000000
07_2020,1,Hostel,Shared room,3,100.000000,37,37,37.000000,37.000,1,1,88.000000,0%,,0,0.000000
05_2020,1,Hostel,Shared room,4,100.000000,37,37,37.000000,37.000,1,1,88.000000,,,1,37.000000
06_2020,9,Hostel,Shared room,4,100.000000,21,156,48.113606,34.000,4,1,75.148248,800%,,7,18.111111
07_2020,7,Hostel,Shared room,4,100.000000,22,37,30.285068,27.000,3,1,69.959276,-22%,,17,55.571429
05_2020,2,Hostel,Shared room,5,100.000000,37,37,37.000000,37.000,1,1,84.000000,,,1,18.500000
06_2020,2,Hostel,Shared room,5,100.000000,36,36,36.000000,36.000,1,1,84.000000,0%,,1,18.000000
07_2020,2,Hostel,Shared room,5,100.000000,36,36,36.000000,36.000,1,1,84.000000,0%,,1,18.000000
06_2020,6,Hostel,Shared room,6,100.000000,27,39,33.666667,34.000,1,1,81.166667,,,0,0.000000
07_2020,4,Hostel,Shared room,6,100.000000,27,35,33.000000,35.000,1,1,81.500000,-33%,,0,0.000000
05_2020,6,Hostel,Shared room,8,100.000000,28,38,32.000000,31.500,1,1,71.333333,,,0,0.000000
05_2020,6,Hostel,Shared room,10,100.000000,28,38,34.333333,35.000,1,1,81.166667,,,180,1030.000000
05_2020,2,Hostel,Shared room,12,100.000000,31,35,33.000000,33.000,1,1,76.500000,,,60,990.000000
06_2020,2,Hostel,Shared room,12,100.000000,30,34,32.000000,32.000,1,1,76.500000,0%,,60,960.000000
07_2020,2,Hostel,Shared room,12,100.000000,30,35,32.493888,30.000,2,1,87.486553,0%,,31,467.500000
06_2020,1,Hostel,Shared room,16,100.000000,24,24,24.000000,24.000,1,1,,,,3,72.000000
07_2020,1,Hostel,Shared room,16,100.000000,24,24,24.000000,24.000,1,1,,0%,,17,408.000000
05_2020,2,Hotel,Hotel room,1,100.000000,51,51,51.000000,51.000,1,2,86.000000,,,1,25.500000
06_2020,2,Hotel,Hotel room,1,100.000000,51,51,51.000000,51.000,1,2,86.000000,0%,,7,178.500000
07_2020,2,Hotel,Hotel room,1,100.000000,50,50,50.000000,50.000,1,2,86.000000,0%,,22,550.000000
05_2020,14,Hotel,Hotel room,2,100.000000,55,264,82.368881,60.000,4,3,90.641079,,,192,1791.285714
06_2020,15,Hotel,Hotel room,2,100.000000,54,263,83.837971,59.000,5,3,90.892514,7%,,136,1017.733333
07_2020,14,Hotel,Hotel room,2,100.000000,52,226,82.686239,59.000,5,3,90.876923,-7%,,89,723.071429
05_2020,2,Hotel,Hotel room,3,100.000000,158,173,165.500000,165.500,1,1,80.000000,,,1,79.000000
06_2020,2,Hotel,Hotel room,3,100.000000,157,173,165.000000,165.000,1,1,80.000000,0%,,0,0.000000
07_2020,2,Hotel,Hotel room,3,100.000000,157,173,165.000000,165.000,1,1,80.000000,0%,,1,78.500000
05_2020,1,Hotel,Hotel room,4,100.000000,100,100,100.000000,100.000,1,1,,,,10,1000.000000
05_2020,1,Hotel,Hotel room,5,100.000000,250,250,250.000000,250.000,1,1,,,,21,5250.000000
06_2020,1,Hotel,Hotel room,5,100.000000,250,250,250.000000,250.000,1,1,,0%,,19,4750.000000
05_2020,4,Hotel,Private room,1,100.000000,40,128,86.782158,80.000,3,1,85.500000,,,31,980.000000
06_2020,4,Hotel,Private room,1,100.000000,41,127,86.468880,80.000,3,1,85.500000,0%,,19,603.250000
07_2020,4,Hotel,Private room,1,100.000000,40,127,86.145228,79.000,3,1,85.500000,0%,,3,71.250000
05_2020,49,Hotel,Private room,2,100.000000,46,1000,146.429381,109.000,26,6,83.665886,,,361,3717.530612
06_2020,48,Hotel,Private room,2,100.000000,46,1000,146.167276,109.000,26,6,83.264935,-2%,,360,2290.729167
07_2020,44,Hotel,Private room,2,100.000000,46,999,147.868624,126.000,24,6,82.581218,-8%,,225,1406.613636
05_2020,10,Hotel,Private room,3,100.000000,95,1000,203.510402,155.000,8,3,79.515012,,,58,3414.800000
06_2020,9,Hotel,Private room,3,100.000000,98,1000,204.241573,155.000,7,3,81.149194,-10%,,35,1289.666667
07_2020,12,Hotel,Private room,3,100.000000,98,999,189.352014,160.000,8,3,81.294355,33%,,61,967.250000
05_2020,8,Hotel,Private room,4,100.000000,100,387,222.779503,230.000,6,2,90.508475,,,42,1292.500000
06_2020,6,Hotel,Private room,4,100.000000,129,388,229.526316,229.000,5,2,90.508475,-25%,,33,1599.333333
07_2020,9,Hotel,Private room,4,100.000000,128,388,208.245232,186.000,7,3,90.915254,50%,,38,1172.888889
05_2020,1,Hotel,Private room,5,100.000000,351,351,351.000000,351.000,1,1,,,,0,0.000000
06_2020,1,Hotel,Private room,5,100.000000,350,350,350.000000,350.000,1,1,,0%,,0,0.000000
07_2020,1,Hotel,Private room,5,100.000000,350,350,350.000000,350.000,1,1,100.000000,0%,,0,0.000000
05_2020,1,Hotel,Private room,6,100.000000,170,170,170.000000,170.000,1,1,,,,4,680.000000
05_2020,1,Hotel,Private room,8,100.000000,210,210,210.000000,210.000,1,1,80.000000,,,4,840.000000
05_2020,1,Hotel,Private room,12,100.000000,130,130,130.000000,130.000,1,1,70.000000,,,0,0.000000
06_2020,1,Hotel,Private room,12,100.000000,130,130,130.000000,130.000,1,1,70.000000,0%,,3,390.000000
07_2020,1,Hotel,Private room,12,100.000000,130,130,130.000000,130.000,1,1,70.000000,0%,,4,520.000000
05_2020,2,Hotel,Private room,16,100.000000,75,144,80.307692,75.000,2,1,,,,1,72.000000
05_2020,15,House,Entire home/apt,1,100.000000,40,1200,690.855053,1200.000,15,2,85.463918,,,248,5582.000000
06_2020,17,House,Entire home/apt,1,100.000000,40,1200,671.691710,1200.000,17,2,85.765988,13%,,253,4947.941176
07_2020,14,House,Entire home/apt,1,100.000000,40,1200,692.251374,1200.000,14,2,85.166412,-18%,,260,4015.500000
05_2020,262,House,Entire home/apt,2,100.000000,46,2440,512.915830,171.000,251,63,91.740924,,,5477,3220.572519
06_2020,256,House,Entire home/apt,2,100.000000,46,2440,516.565234,172.000,247,64,91.943670,-2%,,5491,3345.406250
07_2020,211,House,Entire home/apt,2,100.000000,40,2711,703.746401,190.000,203,53,91.523557,-18%,,4411,3305.649289
05_2020,113,House,Entire home/apt,3,100.000000,37,501,164.888053,142.500,111,27,95.013497,,,2613,3678.681416
06_2020,107,House,Entire home/apt,3,100.000000,37,501,165.211335,149.000,105,25,95.187965,-5%,,2492,3692.719626
07_2020,85,House,Entire home/apt,3,100.000000,37,500,170.729206,175.000,84,23,96.482702,-21%,,2035,3801.752941
05_2020,866,House,Entire home/apt,4,100.000000,31,6000,479.564673,249.000,827,131,92.684707,,,19746,5930.811778
06_2020,846,House,Entire home/apt,4,100.000000,30,5999,481.628639,250.000,809,128,92.147433,-2%,,19853,5954.198582
07_2020,706,House,Entire home/apt,4,100.000000,30,6001,487.822682,266.000,685,108,92.108634,-17%,,16637,6058.150142
05_2020,473,House,Entire home/apt,5,100.000000,51,2440,409.079340,298.000,456,57,88.638193,,,10899,7345.526427
06_2020,458,House,Entire home/apt,5,100.000000,51,2440,416.728172,275.000,443,51,88.479751,-3%,,10578,7334.665939
07_2020,373,House,Entire home/apt,5,100.000000,50,2711,463.044113,280.000,365,45,89.656865,-19%,,8784,7637.353887
05_2020,1288,House,Entire home/apt,6,100.000000,51,2440,679.249983,430.000,1158,170,92.398908,,,29400,9528.490683
06_2020,1269,House,Entire home/apt,6,100.000000,50,2440,710.842055,440.000,1141,164,92.583178,-1%,,28913,9496.237983
07_2020,1056,House,Entire home/apt,6,100.000000,59,2711,746.396349,431.000,949,141,92.674341,-17%,,24106,9420.864583
05_2020,397,House,Entire home/apt,7,100.000000,12,2001,578.230591,494.000,376,42,86.881736,,,9637,12780.974811
06_2020,395,House,Entire home/apt,7,100.000000,13,2586,633.440504,501.000,374,41,86.877671,-1%,,9383,12302.926582
07_2020,327,House,Entire home/apt,7,100.000000,13,2586,630.335206,449.000,314,37,90.966259,-17%,,7872,12517.207951
05_2020,1024,House,Entire home/apt,8,100.000000,24,7204,1056.367914,788.000,864,101,94.201537,,,22489,14599.847656
06_2020,1011,House,Entire home/apt,8,100.000000,25,7204,1080.890446,788.000,856,101,94.742520,-1%,,22476,14882.907023
07_2020,866,House,Entire home/apt,8,100.000000,50,7205,1110.178884,788.000,731,91,94.795501,-14%,,19225,15270.712471
05_2020,212,House,Entire home/apt,9,100.000000,100,5138,887.100797,675.000,195,30,86.008037,,,4453,14721.396226
06_2020,208,House,Entire home/apt,9,100.000000,99,5138,883.695012,715.000,190,31,86.011191,-2%,,4409,14925.187500
07_2020,180,House,Entire home/apt,9,100.000000,99,5138,924.279619,788.000,165,29,86.407346,-13%,,3823,14669.066667
05_2020,365,House,Entire home/apt,10,100.000000,119,6000,1191.572312,1050.000,308,56,94.413674,,,7064,16681.465753
06_2020,350,House,Entire home/apt,10,100.000000,120,6000,1218.728931,1100.000,295,53,95.119076,-4%,,6927,16890.914286
07_2020,294,House,Entire home/apt,10,100.000000,150,6000,1234.632771,1125.000,250,46,94.704605,-16%,,5759,16621.074830
05_2020,60,House,Entire home/apt,11,100.000000,80,3000,853.671541,675.000,54,14,93.561885,,,1290,15556.183333
06_2020,56,House,Entire home/apt,11,100.000000,80,3000,859.708926,675.000,49,11,93.465130,-7%,,1055,13548.089286
07_2020,47,House,Entire home/apt,11,100.000000,81,3001,850.016184,675.000,41,12,93.565256,-16%,,915,13346.914894
05_2020,92,House,Entire home/apt,12,100.000000,128,5200,1318.880910,990.000,86,21,90.233964,,,1387,13175.402174
06_2020,85,House,Entire home/apt,12,100.000000,127,5201,1341.469009,990.000,81,17,90.155950,-8%,,1440,14429.941176
07_2020,74,House,Entire home/apt,12,100.000000,128,5200,1344.564033,991.000,71,15,89.988335,-13%,,1223,14042.783784
05_2020,18,House,Entire home/apt,13,100.000000,227,1450,875.463582,501.000,17,9,94.530186,,,258,7962.555556
06_2020,17,House,Entire home/apt,13,100.000000,227,1449,876.115021,501.000,16,8,94.525621,-6%,,291,11837.823529
07_2020,16,House,Entire home/apt,13,100.000000,227,1450,1102.044747,1291.000,14,9,92.186000,-6%,,223,10376.250000
05_2020,32,House,Entire home/apt,14,100.000000,276,4300,1220.471294,537.000,30,9,91.517396,,,546,12765.093750
06_2020,31,House,Entire home/apt,14,100.000000,219,4300,1207.351563,538.000,29,9,91.375043,-3%,,602,14453.935484
07_2020,27,House,Entire home/apt,14,100.000000,218,4300,1226.473415,538.000,25,9,91.589646,-13%,,467,15614.000000
05_2020,9,House,Entire home/apt,15,100.000000,60,9998,756.326531,559.000,9,3,91.113821,,,159,11361.222222
06_2020,11,House,Entire home/apt,15,100.000000,60,1000,644.469933,558.000,11,4,92.879154,22%,,202,10110.454545
